date,GSPC/HKD
2009-12-30,8734.598946765136
2009-12-31,8646.150680700684
2010-01-04,8787.130467260742
2010-01-05,8814.508315478515
2010-01-06,8817.838529589844
2010-01-07,8854.262171582031
2010-01-08,8880.121234521484
2010-01-11,8894.829748535156
2010-01-12,8811.499494799804
2010-01-13,8887.498448657227
2010-01-14,8909.752376953125
2010-01-15,8816.388248364257
2010-01-19,8930.15552236328
2010-01-20,8841.433063476563
2010-01-21,8676.947464208984
2010-01-22,8485.923027905274
2010-01-25,8520.884047607422
2010-01-26,8492.058959692384
2010-01-27,8534.48925
2010-01-28,8423.870096557617
2010-01-29,8337.097094091798
2010-02-01,8459.302598925782
2010-02-02,8568.493034875488
2010-02-03,8522.35453154297
2010-02-04,8261.321385168458
2010-02-05,8285.362034667969
2010-02-08,8212.243486108398
2010-02-09,8318.47581176758
2010-02-10,8298.9428859375
2010-02-11,8378.633202392579
2010-02-12,8356.390122875977
2010-02-16,8507.468323059082
2010-02-17,8540.553951855469
2010-02-18,8594.35645
2010-02-19,8613.37089326172
2010-02-22,8600.816899804688
2010-02-23,8496.503930493163
2010-02-24,8583.183240161134
2010-02-25,8563.556587060548
2010-02-26,8574.04534519043
2010-03-01,8663.487846679687
2010-03-02,8681.105491845703
2010-03-03,8683.93640419922
2010-03-04,8717.166694580079
2010-03-05,8838.816760986329
2010-03-08,8832.59685
2010-03-09,8848.865216137696
2010-03-10,8887.871388354493
2010-03-11,8924.367012231445
2010-03-12,8920.012358251954
2010-03-15,8926.807165771485
2010-03-16,8998.800648828124
2010-03-17,9051.6552328125
2010-03-18,9047.423373962403
2010-03-19,9000.128249438478
2010-03-22,9047.851864746093
2010-03-23,9113.907881103514
2010-03-24,9063.141780615235
2010-03-25,9047.92981640625
2010-03-26,9055.421291687011
2010-03-29,9108.645208544922
2010-03-30,9110.324374658203
2010-03-31,9080.039652038575
2010-04-01,9149.24222039795
2010-04-05,9221.539840966798
2010-04-06,9236.239033007812
2010-04-07,9176.63933605957
2010-04-08,9205.350217382813
2010-04-09,9263.175371130372
2010-04-12,9282.77028046875
2010-04-13,9291.647028930665
2010-04-14,9396.460164489747
2010-04-15,9403.165376037598
2010-04-16,9252.120967895507
2010-04-19,9296.707167626953
2010-04-20,9372.709655200195
2010-04-21,9362.555923095702
2010-04-22,9381.092546081543
2010-04-23,9449.501411425781
2010-04-26,9410.356579101563
2010-04-27,9191.389475683594
2010-04-28,9253.888686218263
2010-04-29,9371.733029516601
2010-04-30,9213.579374072266
2010-05-03,9333.144455810547
2010-05-04,9112.53437043457
2010-05-05,9055.895187072754
2010-05-06,8770.012659790038
2010-05-07,8645.423638000488
2010-05-10,9023.62703203125
2010-05-11,8992.9711359375
2010-05-12,9118.522117004395
2010-05-13,9006.271672070312
2010-05-14,8842.518466198731
2010-05-17,8867.563072998048
2010-05-18,8739.21422072754
2010-05-19,8696.609845825194
2010-05-20,8361.18786730957
2010-05-21,8486.700767822265
2010-05-24,8375.865935461426
2010-05-25,8379.36748256836
2010-05-26,8303.844845336915
2010-05-27,8589.859594287109
2010-05-28,8484.325346191406
2010-06-01,8341.901305664063
2010-06-02,8559.785216052245
2010-06-03,8593.14073458252
2010-06-04,8300.207198059083
2010-06-07,8197.552510375977
2010-06-08,8287.9542
2010-06-09,8235.753939892578
2010-06-10,8469.309117651368
2010-06-11,8503.891289807128
2010-06-14,8489.852183044433
2010-06-15,8688.533731835938
2010-06-16,8684.929544860839
2010-06-17,8686.474436035156
2010-06-18,8696.798148999023
2010-06-21,8649.563620605468
2010-06-22,8518.773980712891
2010-06-23,8492.90458779297
2010-06-24,8350.62351928711
2010-06-25,8374.500975952149
2010-06-28,8361.87349404297
2010-06-29,8106.2615719726555
2010-06-30,8027.272246777344
2010-07-01,8004.753316955566
2010-07-02,7971.624781225586
2010-07-06,8005.606482275391
2010-07-07,8258.54920913086
2010-07-08,8332.645425
2010-07-09,8369.604524707032
2010-07-12,8382.53475
2010-07-13,8513.968020324706
2010-07-14,8509.799792468262
2010-07-15,8517.45648828125
2010-07-16,8279.442037963867
2010-07-19,8328.433125
2010-07-20,8423.731804150391
2010-07-21,8316.489820239258
2010-07-22,8502.300288635253
2010-07-23,8564.360485473633
2010-07-26,8659.056234838867
2010-07-27,8650.638094543458
2010-07-28,8592.086038928222
2010-07-29,8555.693890551758
2010-07-30,8555.686370385743
2010-08-02,8741.852442260742
2010-08-03,8695.441572851563
2010-08-04,8752.116732177734
2010-08-05,8739.77606586914
2010-08-06,8706.506285705565
2010-08-09,8754.019062207031
2010-08-10,8703.910294921876
2010-08-11,8460.93273947754
2010-08-12,8419.43286418457
2010-08-13,8388.470625
2010-08-16,8390.77634395752
2010-08-17,8490.784167578126
